L	a	b	R	G	B	Group
33.67225325	5.768110617	-11.92956555	78.99999735	77.00000561	97.99999984	2
33.69940727	6.370412103	-15.05757889	76.99999799	77.00000523	103	2
33.78485412	6.9135087	-16.18503755	76.99999813	77.00000518	105.0000001	2
34.00908716	7.690169684	-15.18892682	79.9999976	77.00000561	104	2
34.73331952	6.291742848	-30.37202864	57.00000502	81.00000223	130.0000008	2
35.37523466	3.692014849	-21.90613113	67.00000131	83.00000352	118.0000004	2
35.41724366	-22.25346117	-3.965754353	21.00001565	93.00000137	88.99999953	2
35.60627086	1.426449352	-0.15032078	85.99999584	83.00000653	83.99999904	2
35.60880911	12.06414682	-39.98538394	54.00000871	81.00000137	148.0000011	2
35.91845035	9.587686162	-21.597808	80.99999872	81.00000517	119.0000003	2
35.91986671	5.75716186	-29.71728894	60.00000463	84.00000244	132.0000007	2
36.08898807	51.44970538	32.9943562	162.9999867	34.00006078	34.9999923	4
36.74327544	6.145061774	22.11829984	106.9999924	82.00001042	50.99999629	10
37.07159661	23.9408119	1.88885198	123.9999914	72.00001517	84.99999859	15
37.81464856	61.27552384	37.62612005	179.9999852	8.000197687	31.99999009	4
39.0263695	7.78795195	-17.3519505	89.99999768	89.00000601	120	2
39.70941586	-5.128172151	22.17141344	97.99999392	95.00000781	56.99999643	10
39.73575906	58.44866672	25.37177695	180.9999854	31.00008316	55.99999466	4
39.9707726	0.68816537	-2.987919882	92.99999614	94.00000662	98.99999916	2
41.09416733	20.35348937	-41.89297305	87.00000243	89.00000419	166.0000012	2
42.43159919	2.253309889	17.18909232	113.9999927	98.0000098	71.99999706	10
42.56802796	8.94095726	-37.24544464	71.00000646	99.00000255	162.000001	2
43.04242844	67.27831639	42.20626449	203.9999833	10.0002616	35.99998829	4
43.25239613	63.98071047	35.32119846	199.9999838	28.00011469	47.99999176	4
43.73461029	13.33128607	-35.32545715	89.000002	99.00000439	162.0000009	2
43.87213333	67.06139142	47.82366049	206.9999831	17.00018972	26.99998356	4
44.13836862	48.84706568	30.25553599	183.9999854	62.00004227	56.9999937	4
44.25267662	-0.842419397	19.63194736	114.9999928	104.0000095	71.99999672	10
44.95546784	-5.692980662	3.732820565	98.99999603	109.0000067	99.99999857	10
45.03456432	7.891229974	-22.54583242	98.99999867	104.000006	144.0000002	2
45.1099371	-2.187256568	15.45546147	112.9999934	107.0000089	80.99999729	10
45.28884306	69.67145816	51.89804715	214.9999824	11.00027905	21.99997849	4
45.91975586	71.43500738	50.51123469	218.9999821	3.000307119	26.99998157	4
46.03589674	59.84446617	35.73846656	203.9999836	49.00006851	52.99999186	4
46.30715302	64.92976715	36.41472022	210.999983	38.00009616	52.99999154	4
46.72288101	-6.053262372	-37.2585845	11.00008569	117	173.0000011	20
46.72674881	39.14356201	35.99488444	180.9999858	80.00003092	51.9999922	4
47.03248582	54.26847969	33.22169436	199.9999841	62.00005076	58.99999283	4
47.35555252	72.42690505	51.70152375	224.9999817	9.000326661	27.99998096	4
47.5377174	-0.083697016	-3.158864133	109.9999957	113.0000076	117.999999	2
48.2115563	-37.29655336	7.340435657	9.000049558	130.0000017	100.9999985	7
48.40561114	64.51937759	35.04510725	216.9999827	47.00008207	59.99999211	4
48.796071	70.92341296	51.71294782	227.9999815	28.00015451	30.99998183	4
48.95865612	-2.895870244	14.38059931	120.9999933	117.0000092	91.99999734	10
49.04239953	-3.718410219	29.40720089	126.9999919	117.0000103	65.99999491	10
49.26703231	53.95855248	30.33431133	205.9999838	69.00004799	68.99999365	4
49.5968011	34.69658738	27.58223926	181.9999862	92.00002663	72.99999464	4
49.66921097	-3.510982797	16.54664479	122.9999931	119.0000094	89.99999706	10
50.24070009	2.281433981	23.29430891	136.9999912	117.0000117	79.99999598	10
50.61555954	62.88787946	48.1694393	223.999982	57.0000719	40.999986	4
51.07342322	53.51239158	25.69810116	209.9999837	75.00004543	80.99999465	4
51.96208013	19.73587991	28.49021973	168.9999878	110.0000189	75.99999471	18
52.58668308	-4.360845418	13.08982286	126.9999934	127.0000093	102.9999974	10
52.79478265	-11.7375585	17.27151923	116.9999945	131.000008	95.999997	10
52.93532549	-4.681971115	14.16359228	127.9999933	128.0000094	101.9999973	10
53.76175845	70.94159215	47.90157453	243.9999805	50.00010027	49.9999869	4
54.03902823	-0.205643532	4.190177498	131.9999937	129.0000096	121.9999982	10
54.77411926	-38.81814534	4.600991085	18.00004546	148.0000019	121.9999986	7
55.02779939	-6.763972362	23.3480406	134.9999923	134.0000101	90.99999602	10
55.06233959	7.014201503	-26.22382997	117.9999992	130.0000066	177.0000003	1
55.28928709	45.72432474	22.49189463	211.9999841	96.00003494	95.9999953	8
56.01071128	72.82918266	58.78033542	254.9999795	53.00010424	32.99997694	4
56.22264932	38.14860673	43.55643398	209.9999839	105.0000314	59.99998997	8
56.73638251	-5.800259974	21.21855872	139.9999922	138.0000105	98.99999629	10
56.94340055	-19.0577467	-13.24673757	75.00000851	147.0000033	158.9999997	11
57.9245426	-43.71848266	8.521329149	7.82504E-05	158.000002	122.9999982	7
58.37082913	61.22724905	36.10072583	244.9999809	84.00005633	80.99999213	8
59.59701344	0.927673427	-0.270187867	144.9999936	143.0000102	143.9999985	1
59.75887234	51.62126236	27.86913992	234.9999822	101.0000414	97.99999417	8
59.89633733	3.194557508	-7.253338792	143.9999944	143.0000098	156.999999	1
60.11255331	-43.5188012	6.021797452	1.000087992	164.000002	132.9999983	7
60.11289227	53.33744046	44.03010879	241.9999812	99.00004554	69.99998982	8
60.67713566	-45.17531277	8.507451075	8.76541E-05	166.0000021	129.9999981	7
61.05179766	8.71938743	-31.62803952	130	145.000007	203.0000005	1
61.27286236	-13.80311035	18.93968311	135.9999939	154.000009	113.9999966	10
61.4945856	46.93791545	43.85061284	237.9999818	110.0000389	72.9999901	8
61.77707646	7.583718503	-35.57089809	123.0000024	148.0000059	212.0000007	1
62.19379367	-48.18452473	12.87211172	8.87009E-05	171.0000022	125.9999977	7
62.38972581	50.63095161	32.05562738	242.9999816	109.0000408	96.99999332	8
62.68389733	5.110948208	-17.22264475	144.9999961	150.0000091	181.9999996	1
62.74768979	7.488578365	-19.92506585	146.9999961	149.0000093	186.9999998	1
62.89765847	52.83591763	30.02603315	246.9999814	108.0000427	101.9999937	8
62.9042233	28.53136356	2.959543952	201.9999871	133.0000213	147.9999978	9
63.08728162	12.06793263	45.67528248	194.9999861	143.0000193	69.99999015	6
63.48002701	25.44074009	1.465346701	197.9999877	137.0000197	151.9999979	9
63.82798633	35.33907473	30.08268949	225.9999835	128.0000291	102.999994	8
64.22644742	50.53664444	33.45813108	248.9999812	114.0000409	98.99999301	8
64.41391681	0.385725374	-1.043125404	155.9999934	156.0000107	157.9999984	1
64.43215769	10.16113998	-31.90159922	141.9999991	153.0000079	213.0000005	1
65.51285437	0.747188497	-17.43146995	142.9999974	160.0000084	189.9999996	1
65.88148963	26.79710816	5.096880228	208.9999867	142.0000213	151.9999975	9
66.28342109	-0.548895857	6.236762291	164.9999921	161.0000118	149.9999977	1
66.32030606	-5.532889355	-10.10352785	139.9999974	165.0000081	178.9999992	1
66.67630433	48.32196641	6.24310471	243.999983	125.0000343	152.9999971	9
66.96380125	42.77883924	8.808058743	237.9999835	131.0000309	148.9999968	9
67.03704353	-3.477641793	-24.08420327	128.0000018	167.0000063	206.0000001	1
67.26871638	21.7470029	51.67833902	222.9999837	147.0000246	68.99998769	6
67.55355778	41.13522953	10.20983009	237.9999836	134.0000301	147.9999967	9
67.57363404	-6.196747072	-0.367010606	151.9999948	168.0000096	164.9999984	1
67.70249999	0.30692201	-3.981475671	161.9999937	165.0000108	171.9999986	1
67.83646186	-60.421847	34.2770008	1.000089471	190.0000028	99.9999946	13
67.91764207	45.17298343	26.10187351	250.9999817	130.0000355	120.9999945	9
68.29087587	19.28665767	69.33496103	225.9999832	151.0000248	22.99995741	6
69.17651483	-0.775890114	20.98820056	181.9999896	168.000014	130.9999959	5
69.32226735	6.258818088	-18.1718693	163.9999953	167.0000104	201.9999996	1
69.70508448	20.78520587	55.88169924	229.9999832	154.000025	65.99998572	6
70.07042916	3.774783331	-23.70662588	153.9999979	171.0000088	213.9999999	1
70.26012467	20.79114945	74.094526	234.9999825	155.0000262	4.999915322	6
70.54585943	1.342481862	-3.580324785	171.999993	172.0000117	178.9999985	1
70.80995507	3.748894889	-23.66164971	155.9999978	173.0000089	215.9999999	1
71.00922035	2.046600184	-17.84746545	159.9999965	174.0000095	205.9999995	1
71.86069253	4.344710571	24.35967233	199.9999879	172.0000165	131.9999953	5
71.90684604	40.46113042	2.057440629	245.9999838	147.0000288	173.9999974	9
72.16802929	4.808830373	66.2856906	215.9999847	171.0000199	43.99997566	6
72.37248336	6.42899728	50.01601676	214.9999853	171.0000196	83.99998922	6
72.43107121	3.643942695	-18.94080573	165.9999961	177.00001	211.9999996	1
72.90629013	-13.88153257	25.3551323	170.9999916	185.0000116	131.9999954	5
73.29930631	21.21224095	-8.474779338	211.9999888	167.0000179	195.9999986	1
73.33059371	35.24802169	20.1869438	250.9999827	154.0000291	144.9999954	9
73.34884587	4.192107181	26.44049636	204.9999875	176.0000169	131.999995	5
73.54318688	11.42883764	-4.963491618	197.9999904	174.0000151	189.9999984	1
73.73024522	39.72136643	9.239024528	253.9999829	152.0000299	165.9999967	1
73.83660378	7.017808725	-10.11288152	185.9999925	178.0000128	199.9999989	1
74.68511171	-0.091990979	-2.89431301	180.9999929	184.0000121	188.9999983	1
74.85789573	2.966426312	-19.04510873	170.9999961	184.0000102	218.9999995	1
75.55846338	-8.725508607	16.26821687	181.9999914	190.0000124	155.9999965	5
75.73757705	-7.088722923	-5.265463095	166.9999956	191.00001	195.9999986	1
75.76618419	18.75359207	9.540562039	226.9999863	174.0000204	169.9999969	1
75.918743	-1.5243334	-13.1048758	170.9999958	189.0000102	210.9999991	1
75.99124115	-3.459003573	20.79487822	195.9999894	188.0000145	148.9999958	5
76.11053391	-4.605133136	20.39775318	193.9999897	189.0000141	149.9999959	5
76.43245129	0.72247861	-23.1886564	164.9999983	190.0000091	230.9999998	1
76.45609194	4.53128015	56.26540914	225.9999846	183.0000202	80.99998686	14
76.59089398	-9.176694374	17.74060543	184.9999912	193.0000126	155.9999963	5
76.63667512	29.83614369	-1.571340038	240.9999855	169.0000234	192.9999978	1
76.65615218	5.231183982	-23.8653754	174.9999967	188.0000103	232.9999998	1
76.92155382	3.482226011	-15.31089649	181.9999946	189.0000114	217.9999992	1
76.96789338	9.793029858	57.11374886	235.9999836	181.0000222	80.99998641	14
77.02250885	-44.98280461	-0.123966018	55.00003391	212.000003	188.9999985	16
77.1996055	13.53142197	-21.26583737	196.999993	184.0000134	229.9999995	1
77.5004535	-4.535736041	0.701829274	182.9999931	194.0000119	189.999998	1
77.53373175	4.238419132	-12.72450917	187.9999936	190.0000122	214.999999	1
77.76870557	15.53698298	-7.807355344	214.9999894	183.0000167	206.9999985	1
78.05722959	-3.895650961	3.176082948	187.9999923	195.0000125	186.9999977	1
78.10111894	4.661956674	-9.127175918	193.9999925	191.000013	209.9999987	1
78.23253172	0.687862417	-12.25664418	182.9999946	194.0000114	215.999999	1
78.32955683	6.765476591	-16.90346508	190.9999938	191.0000123	224.9999993	1
78.58022197	20.3890173	16.97945546	241.9999847	180.0000226	163.9999959	1
78.70428719	-0.375873273	-13.18155287	180.9999951	196.000011	218.9999991	1
79.10123505	27.97603548	13.57677658	253.9999836	176.0000255	171.9999962	1
79.54878099	6.754990816	56.87627092	238.9999836	190.0000217	87.9999869	14
79.68058338	10.88433324	-3.900145849	214.9999896	191.0000162	204.9999982	1
80.31302607	0.572788407	-14.49384279	185.999995	200.0000113	225.9999991	1
80.40610009	1.222278759	-15.96169234	185.9999952	200.0000113	228.9999992	1
80.4479825	-6.318952145	19.03302307	201.9999898	202.0000143	163.999996	1
80.70226074	8.925995908	-2.935745884	214.9999898	195.0000159	205.9999981	1
80.82519882	-0.370129331	-14.80331331	184.9999954	202.0000111	227.9999991	1
81.00488986	3.539200615	-12.84708227	195.9999935	200.0000126	224.9999989	1
81.03594601	-11.9268025	-1.184534861	174.9999956	208.0000102	202.9999981	1
81.05416092	0.347764615	-12.28315504	189.9999944	202.0000118	223.9999989	1
81.14476104	0.981162826	-13.75312906	189.9999946	202.0000117	226.999999	1
81.20355621	-6.808174826	-5.698470182	181.999995	206.0000109	211.9999985	1
81.59771735	-0.89941719	-9.317264809	191.9999939	204.000012	219.9999987	1
81.64891783	2.2523506	-5.950168663	201.9999921	202.0000135	213.9999984	1
81.66237805	13.87504807	-10.04794152	220.9999898	195.0000165	221.9999986	1
81.67215475	1.416890011	-11.32236466	194.9999937	203.0000123	223.9999988	1
81.69997237	-4.939662439	-14.07279836	177.9999968	207.0000101	228.9999991	1
81.71103785	-0.018356286	1.115907266	203.9999912	203.0000139	200.9999978	1
82.27051868	5.724103691	-10.87723592	205.9999922	202.0000138	224.9999987	1
82.34560907	3.396210724	-15.10600287	196.999994	204.0000124	232.9999991	1
82.6177884	1.484191288	-3.960585762	204.9999918	205.0000137	212.9999982	1
82.73531612	3.601358563	-15.57963581	197.999994	205.0000124	234.9999991	1
82.77349667	25.45560776	0.511128597	252.9999852	189.0000229	205.9999975	1
82.83174768	10.44267375	9.454338369	232.9999871	199.0000187	188.9999968	1
82.95077187	6.513675709	-6.059658244	213.9999908	203.000015	217.9999983	1
82.99876189	7.825303222	-2.194639539	219.9999897	202.000016	210.9999979	1
83.10553272	0.369457892	27.73868544	226.9999868	205.0000177	154.9999946	1
83.34914936	3.065328266	-15.18282053	198.999994	207.0000124	235.9999991	1
83.37921185	11.65687297	5.448459995	233.9999874	200.0000186	197.9999972	1
83.58234979	18.41579281	-7.578088236	236.999988	197.0000189	222.9999983	1
83.76993895	0.644491004	-7.606008462	202.9999928	209.0000131	222.9999985	1
83.98614843	1.963305262	-9.936832026	203.9999929	209.0000131	227.9999986	1
84.2663348	3.335463247	-10.5591948	206.9999926	209.0000135	229.9999987	1
84.31386528	9.364017907	-17.88682094	211.9999926	206.000014	243.9999992	1
84.45227322	2.150857683	-7.617534934	207.9999922	210.0000137	224.9999984	1
84.48195952	1.593460394	-2.224749549	211.9999912	210.0000144	214.999998	1
84.56900063	7.137297351	-4.673602822	220.9999902	207.0000157	219.9999981	1
84.59479232	-1.110176341	-15.47906989	192.9999955	213.0000114	239.9999991	1
84.70119713	1.957866251	-9.919662194	205.9999928	211.0000133	229.9999986	1
84.83963719	0.987708084	-10.25994116	203.9999932	212.0000129	230.9999987	1
84.96651896	-4.450761638	-3.208248092	199.9999932	215.0000126	217.9999981	1
85.0677112	-1.706411053	-7.28483482	201.9999933	214.0000127	225.9999984	1
85.14522218	-1.706119062	-4.494983533	204.9999926	214.0000132	220.9999982	1
85.14849228	7.605945514	-0.576214802	226.9999892	208.0000166	213.9999977	1
85.29121885	0.905844401	-6.367455295	208.9999922	213.0000136	224.9999983	1
85.32381908	-0.209043595	3.815960224	215.9999903	213.0000149	205.9999974	1
85.39404468	-11.50005189	-1.087161615	187.999995	220.0000111	214.999998	1
85.46759159	1.757420812	-6.620221241	210.999992	213.0000139	225.9999983	1
85.50358708	0.658172394	3.566047182	217.9999901	213.0000152	206.9999974	1
85.63595868	3.648884848	-2.591473565	218.9999905	212.0000151	218.999998	1
85.77669012	3.322684573	-7.727408605	213.9999918	213.0000142	228.9999984	1
85.8126117	4.197629133	54.19725954	252.9999832	209.000022	109.9999885	14
85.8568136	-0.893656915	2.461554708	214.9999907	215.0000146	209.9999975	1
85.95305672	1.103079755	-9.63192549	207.9999929	215.0000133	232.9999986	1
85.98432211	17.58350448	8.368943881	253.9999853	203.0000217	199.9999967	1
86.06137795	-3.539079964	-9.010632439	198.9999943	218.0000121	231.9999986	1
86.06528719	2.952787586	6.046304512	225.999989	213.0000163	203.9999971	1
86.15262047	1.562013434	-6.120453493	212.9999919	215.000014	226.9999983	1
86.25092374	6.990410544	5.869604416	233.999988	211.0000176	204.9999971	1
86.26490668	-0.616726291	-10.78495944	203.9999937	217.0000126	235.9999987	1
86.27515766	0.672735636	5.779214887	221.9999896	215.0000156	204.9999972	1
86.40602946	7.468972869	-5.633116776	225.9999901	212.000016	226.9999982	1
86.48943492	-0.321127559	8.737405824	222.9999893	216.0000158	199.9999969	1
86.69541985	-1.47551E-05	5.90204E-06	216.9999909	217.0000146	216.9999977	1
86.72862112	-0.545399956	5.894983889	220.9999899	217.0000154	205.9999972	1
86.81518919	4.590995349	-6.131200186	220.9999909	215.0000151	228.9999982	1
86.90016484	-6.553476231	-7.788195438	195.9999949	222.0000116	231.9999985	1
87.18093008	2.415695371	-1.357369276	221.9999905	217.0000152	220.9999978	1
87.30227373	2.132052036	-7.565426397	215.9999919	218.0000142	232.9999984	1
87.34089569	2.585100009	-9.626699615	214.9999923	218.000014	236.9999985	1
87.36767633	15.68913622	-2.426311032	246.9999873	209.0000195	223.9999978	1
87.39101684	1.023366763	-8.513219653	212.9999925	219.0000137	234.9999985	1
87.48962375	-3.129351987	-11.61917643	200.9999947	222.000012	240.9999987	1
87.78055259	-11.65101677	52.2876156	230.9999861	224.0000173	117.9999895	17
87.79782441	8.419235609	-1.915454764	234.9999889	215.0000172	223.9999978	1
87.86303698	0.13764582	2.810799226	222.9999902	220.0000153	214.9999974	1
88.051579	-2.451560821	38.61964412	241.9999855	220.0000189	146.9999926	1
88.07412695	0.279560128	-3.773278013	217.9999915	221.0000144	227.999998	1
88.38185523	0.695865239	-8.607527453	214.9999925	222.0000138	237.9999984	1
88.46968776	-1.501E-05	6.004E-06	221.9999907	222.000015	221.9999977	1
88.47382137	6.025397475	3.834913087	236.9999884	218.0000174	214.9999973	1
88.49440116	-0.018326423	1.097271735	222.9999905	222.0000151	219.9999976	1
88.55052965	-0.20619454	4.887801231	225.9999898	222.0000156	212.9999972	1
88.65741743	5.478439068	1.975412389	234.9999888	219.000017	218.9999974	1
88.69226181	1.931448726	-7.055162692	219.9999917	222.0000144	235.9999983	1
88.78234291	0.278787839	-3.766961522	219.9999914	223.0000145	229.999998	1
88.81627904	0.703454007	-5.828411477	218.9999918	223.0000143	233.9999982	1
89.11838191	4.793858535	-1.589465472	231.9999896	221.0000163	226.9999978	1
89.26478204	3.574848778	0.727101392	231.9999895	222.0000163	222.9999976	1
89.31037096	-0.794335219	-1.932247524	220.9999913	225.0000146	227.9999979	1
89.31975178	-2.49069692	-1.419383509	217.9999917	226.0000142	226.9999978	1
89.40866949	2.952841421	12.03605792	239.9999876	222.0000178	201.9999964	1
89.44264163	0.691769693	-8.586426514	217.9999924	225.000014	240.9999984	1
89.44433494	-2.492744494	-9.694449045	209.9999937	227.0000129	242.9999985	1
89.45723335	1.574056702	-2.198191937	225.9999906	224.0000153	228.9999978	1
89.45723335	1.574056702	-2.198191937	225.9999906	224.0000153	228.9999978	1
89.47685025	5.826124692	3.205729612	238.9999884	221.0000174	218.9999973	1
89.55889793	0.388512961	-2.066735048	223.9999909	225.0000149	228.9999978	1
89.58504435	0.571620941	-2.553207403	223.999991	225.0000149	229.9999979	1
89.58551787	2.27223093	-3.051148306	226.9999906	224.0000154	230.9999979	1
89.58551787	2.27223093	-3.051148306	226.9999906	224.0000154	230.9999979	1
89.77683491	15.41829321	-3.049541556	252.9999871	216.0000197	231.9999978	1
89.99327109	-0.21610425	-7.238140058	218.9999923	227.000014	239.9999983	1
90.04664218	-0.018107656	6.581008961	231.9999892	226.0000162	213.999997	1
90.11517898	6.551543541	-5.349774321	234.9999898	223.0000164	236.9999981	1
90.1283658	0.596053919	19.86625547	242.9999869	225.0000182	188.9999955	1
90.24029903	-0.550567578	4.746881737	229.9999897	227.0000158	217.9999972	1
90.32190447	-0.939547691	-2.529115971	222.9999913	228.0000146	231.9999979	1
90.37447667	-0.568154605	-3.499387791	222.9999914	228.0000146	233.999998	1
90.39121737	-0.824726239	-0.839140777	224.9999909	228.0000149	228.9999977	1
90.46632652	0.647936433	3.523017243	231.9999896	227.000016	220.9999973	1
90.52747612	0.321775121	-4.83681867	223.9999915	228.0000147	236.9999981	1
90.54768572	0.276903683	-3.751442862	224.9999912	228.0000148	234.999998	1
90.58403016	-6.643294148	-1.181644824	212.9999928	232.0000133	229.9999978	1
90.76660788	-0.850041143	0.250441995	226.9999906	229.0000152	227.9999976	1
90.89055404	-0.355657883	0.972303501	228.9999903	229.0000154	226.9999975	1
90.89094627	-0.544334158	2.550899304	229.9999901	229.0000156	223.9999974	1
90.96565598	-0.018309839	1.090856481	229.9999902	229.0000156	226.9999975	1
91.14944337	-8.270687865	22.68974472	230.9999885	233.0000161	185.9999952	1
91.24248308	-0.355371902	0.971503539	229.9999903	230.0000155	227.9999975	1
91.29299015	-1.54157E-05	6.16626E-06	229.9999904	230.0000155	229.9999976	1
91.29299015	-1.54157E-05	6.16626E-06	229.9999904	230.0000155	229.9999976	1
91.31844411	0.178739603	-0.485410472	229.9999904	230.0000154	230.9999977	1
91.32110707	0.386726823	-2.058239727	228.9999907	230.0000153	233.9999978	1
91.34713209	0.568997594	-2.542724709	228.9999908	230.0000152	234.9999978	1
91.34755822	2.262690278	-3.038658161	231.9999904	229.0000157	235.9999979	1
91.45684026	0.169105579	-8.178187578	222.9999922	231.0000142	245.9999983	1
