C,H,L,DL_female,DL_male
0.0,0,50,-0.23522224616202497,0.200399428394365
0.0,2,50,-0.23522224616202497,0.200399428394365
0.0,4,50,-0.23522224616202497,0.200399428394365
0.0,6,50,-0.23522224616202497,0.200399428394365
0.0,8,50,-0.23522224616202497,0.200399428394365
0.0,10,50,-0.23522224616202497,0.200399428394365
0.0,12,50,-0.23522224616202497,0.200399428394365
0.0,14,50,-0.23522224616202497,0.200399428394365
0.0,16,50,-0.23522224616202497,0.200399428394365
0.0,18,50,-0.23522224616202497,0.200399428394365
0.0,20,50,-0.23522224616202497,0.200399428394365
0.0,22,50,-0.23522224616202497,0.200399428394365
0.0,24,50,-0.23522224616202497,0.200399428394365
0.0,26,50,-0.23522224616202497,0.200399428394365
0.0,28,50,-0.23522224616202497,0.200399428394365
0.0,30,50,-0.23522224616202497,0.200399428394365
0.0,32,50,-0.23522224616202497,0.200399428394365
0.0,34,50,-0.23522224616202497,0.200399428394365
0.0,36,50,-0.23522224616202497,0.200399428394365
0.0,38,50,-0.23522224616202497,0.200399428394365
0.0,40,50,-0.23522224616202497,0.200399428394365
0.0,42,50,-0.23522224616202497,0.200399428394365
0.0,44,50,-0.23522224616202497,0.200399428394365
0.0,46,50,-0.23522224616202497,0.200399428394365
0.0,48,50,-0.23522224616202497,0.200399428394365
0.0,50,50,-0.23522224616202497,0.200399428394365
0.0,52,50,-0.23522224616202497,0.200399428394365
0.0,54,50,-0.23522224616202497,0.200399428394365
0.0,56,50,-0.23522224616202497,0.200399428394365
0.0,58,50,-0.23522224616202497,0.200399428394365
0.0,60,50,-0.23522224616202497,0.200399428394365
0.0,62,50,-0.23522224616202497,0.200399428394365
0.0,64,50,-0.23522224616202497,0.200399428394365
0.0,66,50,-0.23522224616202497,0.200399428394365
0.0,68,50,-0.23522224616202497,0.200399428394365
0.0,70,50,-0.23522224616202497,0.200399428394365
0.0,72,50,-0.23522224616202497,0.200399428394365
0.0,74,50,-0.23522224616202497,0.200399428394365
0.0,76,50,-0.23522224616202497,0.200399428394365
0.0,78,50,-0.23522224616202497,0.200399428394365
0.0,80,50,-0.23522224616202497,0.200399428394365
0.0,82,50,-0.23522224616202497,0.200399428394365
0.0,84,50,-0.23522224616202497,0.200399428394365
0.0,86,50,-0.23522224616202497,0.200399428394365
0.0,88,50,-0.23522224616202497,0.200399428394365
0.0,90,50,-0.23522224616202497,0.200399428394365
0.0,92,50,-0.23522224616202497,0.200399428394365
0.0,94,50,-0.23522224616202497,0.200399428394365
0.0,96,50,-0.23522224616202497,0.200399428394365
0.0,98,50,-0.23522224616202497,0.200399428394365
0.0,100,50,-0.23522224616202497,0.200399428394365
0.0,102,50,-0.23522224616202497,0.200399428394365
0.0,104,50,-0.23522224616202497,0.200399428394365
0.0,106,50,-0.23522224616202497,0.200399428394365
0.0,108,50,-0.23522224616202497,0.200399428394365
0.0,110,50,-0.23522224616202497,0.200399428394365
0.0,112,50,-0.23522224616202497,0.200399428394365
0.0,114,50,-0.23522224616202497,0.200399428394365
0.0,116,50,-0.23522224616202497,0.200399428394365
0.0,118,50,-0.23522224616202497,0.200399428394365
0.0,120,50,-0.23522224616202497,0.200399428394365
0.0,122,50,-0.23522224616202497,0.200399428394365
0.0,124,50,-0.23522224616202497,0.200399428394365
0.0,126,50,-0.23522224616202497,0.200399428394365
0.0,128,50,-0.23522224616202497,0.200399428394365
0.0,130,50,-0.23522224616202497,0.200399428394365
0.0,132,50,-0.23522224616202497,0.200399428394365
0.0,134,50,-0.23522224616202497,0.200399428394365
0.0,136,50,-0.23522224616202497,0.200399428394365
0.0,138,50,-0.23522224616202497,0.200399428394365
0.0,140,50,-0.23522224616202497,0.200399428394365
0.0,142,50,-0.23522224616202497,0.200399428394365
0.0,144,50,-0.23522224616202497,0.200399428394365
0.0,146,50,-0.23522224616202497,0.200399428394365
0.0,148,50,-0.23522224616202497,0.200399428394365
0.0,150,50,-0.23522224616202497,0.200399428394365
0.0,152,50,-0.23522224616202497,0.200399428394365
0.0,154,50,-0.23522224616202497,0.200399428394365
0.0,156,50,-0.23522224616202497,0.200399428394365
0.0,158,50,-0.23522224616202497,0.200399428394365
0.0,160,50,-0.23522224616202497,0.200399428394365
0.0,162,50,-0.23522224616202497,0.200399428394365
0.0,164,50,-0.23522224616202497,0.200399428394365
0.0,166,50,-0.23522224616202497,0.200399428394365
0.0,168,50,-0.23522224616202497,0.200399428394365
0.0,170,50,-0.23522224616202497,0.200399428394365
0.0,172,50,-0.23522224616202497,0.200399428394365
0.0,174,50,-0.23522224616202497,0.200399428394365
0.0,176,50,-0.23522224616202497,0.200399428394365
0.0,178,50,-0.23522224616202497,0.200399428394365
0.0,180,50,-0.23522224616202497,0.200399428394365
0.0,182,50,-0.23522224616202497,0.200399428394365
0.0,184,50,-0.23522224616202497,0.200399428394365
0.0,186,50,-0.23522224616202497,0.200399428394365
0.0,188,50,-0.23522224616202497,0.200399428394365
0.0,190,50,-0.23522224616202497,0.200399428394365
0.0,192,50,-0.23522224616202497,0.200399428394365
0.0,194,50,-0.23522224616202497,0.200399428394365
0.0,196,50,-0.23522224616202497,0.200399428394365
0.0,198,50,-0.23522224616202497,0.200399428394365
0.0,200,50,-0.23522224616202497,0.200399428394365
0.0,202,50,-0.23522224616202497,0.200399428394365
