C,H,L,DL_female,DL_male
15,240,75,-0.31507635218705043,0.1253996723620374
15,255,75,-0.32045054717530674,0.12168086162263109
15,270,75,-0.3286538323349615,0.11600439007353411
15,285,75,-0.339127167338954,0.10875709987000465
15,300,75,-0.3511568117147664,0.10043288186269994
15,315,75,-0.3639229650781146,0.09159901775239704
15,330,75,-0.3765556351743523,0.0828575207795624
15,345,75,-0.3881939264128952,0.07480410951688804
15,360,75,-0.3980447084790223,0.06798761063303377
20,0,75,-0.4231491400515851,0.026463606747548468
20,15,75,-0.4319413402990102,0.02037962044363062
20,30,75,-0.43720977355569524,0.016733994220983595
20,45,75,-0.43859540480169457,0.0157751714819986
20,60,75,-0.43600380555745744,0.017568494411807967
20,75,75,-0.42961158902865804,0.021991751016351466
20,90,75,-0.4198543742080971,0.02874350366780662
20,105,75,-0.4073970991612358,0.037363631580775575
20,120,75,-0.39308870659589734,0.04726468728342442
20,135,75,-0.3779042898196727,0.05777193019188581
20,150,75,-0.3628786417424268,0.068169309065988
20,165,75,-0.3490357354495661,0.07774825971794194
20,180,75,-0.3373189421284649,0.08585599249078144
20,195,75,-0.3285267418810397,0.09193997879469928
20,210,75,-0.32325830862435473,0.09558560501734634
20,225,75,-0.32187267737835534,0.09654442775633129
20,240,75,-0.3244642766225926,0.09475110482652194
20,255,75,-0.3308564931513919,0.0903278482219784
20,270,75,-0.3406137079719529,0.08357609557052326
20,285,75,-0.35307098301881423,0.07495596765755433
20,300,75,-0.3673793755841527,0.06505491195490548
20,315,75,-0.3825637923603772,0.05454766904644412
20,330,75,-0.3975894404376231,0.0441502901723419
20,345,75,-0.4114323467304839,0.03457133952038796
20,360,75,-0.4231491400515851,0.026463606747548524
25,0,75,-0.4517857216896557,-0.01684805546118122
25,15,75,-0.46184424689822656,-0.023808307489617306
25,30,75,-0.4678714832248283,-0.027979006771888623
25,45,75,-0.46945668447428235,-0.029075927044314845
25,60,75,-0.46649182180110704,-0.027024315003076574
25,75,75,-0.45917894569681217,-0.021963984618334986
25,90,75,-0.44801641658280633,-0.014239789043218876
25,105,75,-0.4337649423712573,-0.0043781194413356345
25,120,75,-0.4173957374780076,0.006948967701125894
25,135,75,-0.4000243361651419,0.018969550114303554
25,150,75,-0.3828345707245342,0.030864444971690996
25,165,75,-0.3669978952635312,0.041823034846000445
25,180,75,-0.35359355304345674,0.0510985099472237
25,195,75,-0.343535027834886,0.05805876197565982
25,210,75,-0.33750779150828414,0.062229461257931135
25,225,75,-0.3359225902588301,0.06332638153035736
25,240,75,-0.3388874529320054,0.06127476948911906
25,255,75,-0.34620032903630027,0.056214439104377484
25,270,75,-0.3573628581503061,0.04849024352926137
25,285,75,-0.37161433236185515,0.038628573927378146
25,300,75,-0.3879835372551048,0.027301486784916618
25,315,75,-0.40535493856797045,0.015280904371738957
25,330,75,-0.42254470400857824,0.0033860095143514735
25,345,75,-0.4383813794695812,-0.007572580359957934
25,360,75,-0.4517857216896557,-0.01684805546118119
30,0,75,-0.4841326263130469,-0.06207066727103411
30,15,75,-0.4953600626212612,-0.06983977702797928
30,30,75,-0.5020877300047278,-0.0744951573726561
30,45,75,-0.5038571490492594,-0.07571955182795465
30,60,75,-0.5005477367710744,-0.07342951993515377
30,75,75,-0.4923850241478688,-0.06778112358329128
30,90,75,-0.47992528655539346,-0.05915929164933024
30,105,75,-0.46401763451988576,-0.048151587731319154
30,120,75,-0.44574614823892755,-0.03550816866017967
30,135,75,-0.42635599930750745,-0.022090662551371987
30,150,75,-0.4071685943315656,-0.008813450272734155
30,165,75,-0.38949152325152625,0.003418648100575475
30,180,75,-0.3745294492487531,0.013772035278914116
30,195,75,-0.36330201294053865,0.02154114503585927
30,210,75,-0.3565743455570721,0.02619652538053613
30,225,75,-0.3548049265125405,0.027420919835834612
30,240,75,-0.3581143387907255,0.02513088794303378
30,255,75,-0.3662770514139312,0.019482491591171283
30,270,75,-0.3787367890064065,0.01086065965721024
30,285,75,-0.3946444410419142,-0.00014704426080082433
30,300,75,-0.4129159273228723,-0.01279046333194031
30,315,75,-0.4323060762542924,-0.026207969440747964
30,330,75,-0.45149348123023436,-0.03948518171938586
30,345,75,-0.4691705523102736,-0.05171728009269545
30,360,75,-0.48413262631304677,-0.06207066727103408
35,0,75,-0.5202980537176042,-0.1092791002792767
35,15,75,-0.5326191546198518,-0.1178049990337344
35,30,75,-0.5400021640970738,-0.12291385998742668
35,45,75,-0.5419439422543973,-0.12425752270915134
35,60,75,-0.5383121601193411,-0.1217444188049305
35,75,75,-0.5293543176426053,-0.11554581215273621
35,90,75,-0.5156808769854451,-0.1060841275522337
35,105,75,-0.49822366053221656,-0.09400416317277412
35,120,75,-0.4781723487347932,-0.08012914862373258
35,135,75,-0.4568934053558098,-0.06540464321708059
35,150,75,-0.4358369552214276,-0.05083409766288582
35,165,75,-0.41643796061087546,-0.037410470561701534
35,180,75,-0.4000184309485083,-0.026048559916880848
35,195,75,-0.3876973300462606,-0.01752266116242318
35,210,75,-0.3803143205690387,-0.012413800208730882
35,225,75,-0.37837254241171514,-0.011070137487006235
35,240,75,-0.38200432454677136,-0.01358324139122706
35,255,75,-0.39096216702350706,-0.019781848043421354
35,270,75,-0.4046356076806674,-0.029243532643923847
35,285,75,-0.4220928241338958,-0.04132349702338345
35,300,75,-0.4421441359313192,-0.05519851157242496
35,315,75,-0.4634230793103026,-0.06992301697907692
35,330,75,-0.48447952944468486,-0.08449356253327175
35,345,75,-0.503878524055237,-0.097917189634456
35,360,75,-0.5202980537176042,-0.10927910027927668
40,0,75,-0.5603537799013276,-0.15852302171100532
40,15,75,-0.573708003948322,-0.16776381626924552
40,30,75,-0.5817100780715783,-0.17330105473046958
40,45,75,-0.5838146741436491,-0.1747573834442643
40,60,75,-0.5798783674202324,-0.1720335560154816
40,75,75,-0.5701694106994746,-0.1653151967820553
40,90,75,-0.5553494533370857,-0.1550601508231299
40,105,75,-0.5364284509361752,-0.14196728257354135
40,120,75,-0.5146958385419299,-0.12692884936751134
40,135,75,-0.49163265777417764,-0.11096969557584485
40,150,75,-0.46881062628853265,-0.09517741115569538
40,165,75,-0.4477850278155511,-0.08062821419231209
40,180,75,-0.4299887221447224,-0.06831360841506476
40,195,75,-0.416634498097728,-0.05907281385682458
40,210,75,-0.40863242397447186,-0.05353557539560051
40,225,75,-0.40652782790240094,-0.05207924668180577
40,240,75,-0.41046413462581766,-0.05480307411058848
40,255,75,-0.42017309134657543,-0.06152143334401476
40,270,75,-0.43499304870896427,-0.07177647930294018
40,285,75,-0.4539140511098749,-0.08486934755252873
40,300,75,-0.4756466635041202,-0.09990778075855873
40,315,75,-0.49870984427187237,-0.11586693455022519
40,330,75,-0.5215318757575175,-0.13165921897037472
40,345,75,-0.5425574742304989,-0.146208415933758
40,360,75,-0.5603537799013276,-0.1585230217110053
45,0,75,-0.6043504245703927,-0.2098374591577687
45,15,75,-0.6186876009889948,-0.2197584325788613
45,30,75,-0.6272786765929476,-0.22570324557668617
45,45,75,-0.6295381837772657,-0.22726676896970952
45,60,75,-0.6253121408613498,-0.22434245122254143
45,75,75,-0.6148885456860536,-0.21712957975698777
45,90,75,-0.5989777490367678,-0.20611969984359238
45,105,75,-0.5786640454113068,-0.19206311660376627
45,120,75,-0.5553317801417632,-0.1759177629557015
45,135,75,-0.530571008547865,-0.15878391806905523
45,150,75,-0.5060691362946264,-0.14182922515783494
45,165,75,-0.4834959254848473,-0.12620911852498545
45,180,75,-0.46438970313121963,-0.1129880826240888
45,195,75,-0.45005252671261764,-0.1030671092029962
45,210,75,-0.44146145110866486,-0.09712229620517132
45,225,75,-0.43920194392434675,-0.09555877281214795
45,240,75,-0.44342798684026263,-0.09848309055931606
45,255,75,-0.45385158201555886,-0.10569596202486972
45,270,75,-0.4697623786648445,-0.11670584193826512
45,285,75,-0.4900760822903054,-0.13076242517809122
45,300,75,-0.5134083475598491,-0.14690777882615597
45,315,75,-0.5381691191537473,-0.16404162371280223
45,330,75,-0.562670991406986,-0.18099631662402255
45,345,75,-0.5852442022167649,-0.196616423256872
45,360,75,-0.6043504245703926,-0.20983745915776864
50,0,75,-0.6523253333755027,-0.26324825489123876
50,15,75,-0.6676029425560867,-0.2738199846512045
50,30,75,-0.6767575411803839,-0.28015474171777616
50,45,75,-0.6791652584808382,-0.281820822865548
50,60,75,-0.6746620125023645,-0.2787046874176286
50,75,75,-0.6635546920164298,-0.2710186948551363
50,90,75,-0.6466002425584358,-0.2592866328695018
50,105,75,-0.6249540818403923,-0.24430802209689687
50,120,75,-0.6000913599432618,-0.22710363010814985
50,135,75,-0.5737064302767431,-0.20884590778569184
50,150,75,-0.5475973821944519,-0.19077908873348565
50,165,75,-0.523543504175954,-0.17413439681310883
50,180,75,-0.5031840282572972,-0.16004614027228126
50,195,75,-0.4879064190767133,-0.14947441051231555
50,210,75,-0.47875182045241593,-0.14313965344574386
50,225,75,-0.47634410315196174,-0.14147357229797203
50,240,75,-0.4808473491304355,-0.14458970774589147
50,255,75,-0.49195466961637,-0.15227570030838372
50,270,75,-0.5089091190743641,-0.16400776229401826
50,285,75,-0.5305552797924077,-0.17898637306662318
50,300,75,-0.5554180016895381,-0.19619076505537017
50,315,75,-0.5818029313560567,-0.21444848737782812
50,330,75,-0.6079119794383481,-0.2325153064300344
50,345,75,-0.631965857456846,-0.24915999835041114
50,360,75,-0.6523253333755026,-0.2632482548912387
55,0,75,-0.7043070302432943,-0.31877514676702723
55,15,75,-0.720488396395331,-0.3299722541209574
55,30,75,-0.7301845412936404,-0.3366817478883899
55,45,75,-0.7327346886870401,-0.338446387157037
55,60,75,-0.7279650502449873,-0.33514591467694455
55,75,75,-0.716200668945108,-0.3270052521933423
55,90,75,-0.6982432679314298,-0.3145791724014068
55,105,75,-0.6753166144070262,-0.2987144921038908
55,120,75,-0.6489831219214991,-0.2804923630454461
55,135,75,-0.6210373744695834,-0.2611545932079137
55,150,75,-0.5933838285575956,-0.24201901964854572
55,165,75,-0.5679070276397925,-0.22438970008238257
55,180,75,-0.5463431735963181,-0.2094680435040303
55,195,75,-0.5301618074442814,-0.1982709361501002
55,210,75,-0.520465662545972,-0.19156144238266765
55,225,75,-0.5179155151525724,-0.18979680311402058
55,240,75,-0.5226851535946252,-0.19309727559411305
55,255,75,-0.5344495348945043,-0.20123793807771528
55,270,75,-0.5524069359081827,-0.21366401786965072
55,285,75,-0.5753335894325863,-0.22952869816716676
55,300,75,-0.6016670819181131,-0.24775082722561145
55,315,75,-0.629612829370029,-0.2670885970631438
55,330,75,-0.6572663752820168,-0.2862241706225118
55,345,75,-0.68274317619982,-0.3038534901886749
55,360,75,-0.7043070302432942,-0.3187751467670272
60,0,75,-0.7603179085393674,-0.37643363044330524
60,15,75,-0.77737094369711,-0.3882339113081912
60,30,75,-0.787589407224346,-0.3953048367190398
60,45,75,-0.7902769277185038,-0.39716453479435865
60,60,75,-0.7852503550992439,-0.393686270183611
60,75,75,-0.7728522419837651,-0.38510708087191536
60,90,75,-0.7539274992920365,-0.3720116244330831
60,105,75,-0.7297658169638833,-0.3552923345821556
60,120,75,-0.7020137737209015,-0.33608860329254064
60,135,75,-0.6725626254476801,-0.31570913311595916
60,150,75,-0.6434194192287155,-0.29554275126627827
60,165,75,-0.6165702164064046,-0.2769637633400319
60,180,75,-0.5938447457826824,-0.2612382966611646
60,195,75,-0.5767917106249398,-0.24943801579627878
60,210,75,-0.5665732470977038,-0.24236709038543014
60,225,75,-0.5638857266035461,-0.2405073923101113
60,240,75,-0.568912299222806,-0.24398565692085894
60,255,75,-0.5813104123382847,-0.25256484623255454
60,270,75,-0.6002351550300133,-0.2656603026713868
60,285,75,-0.6243968373581664,-0.2823795925223143
60,300,75,-0.6521488806011483,-0.3015833238119292
60,315,75,-0.6816000288743697,-0.3219627939885107
60,330,75,-0.7107432350933344,-0.34212917583819163
60,345,75,-0.7375924379156452,-0.36070816376443793
60,360,75,-0.7603179085393673,-0.37643363044330524
65,0,75,-0.8203759462763418,-0.43623614626258966
65,15,75,-0.8382722457065385,-0.44861994526171
65,30,75,-0.8489960072720526,-0.45604052448591215
65,45,75,-0.851816424344048,-0.45799218372415373
65,60,75,-0.8465412901600282,-0.45434192062461787
65,75,75,-0.8335300963970623,-0.4453384945851929
65,90,75,-0.8136695344080824,-0.4315954742116008
65,105,75,-0.7883130686715067,-0.4140494236308868
65,120,75,-0.7591887004237423,-0.39389607719390696
65,135,75,-0.7282812072305798,-0.37250885215536167
65,150,75,-0.697696883676086,-0.35134525255756743
65,165,75,-0.669520000867515,-0.33184754273861183
65,180,75,-0.6456707668037702,-0.31534445940116784
65,195,75,-0.6277744673735737,-0.3029606604020475
65,210,75,-0.6170507058080595,-0.29554008117784536
65,225,75,-0.6142302887360641,-0.29358842193960377
65,240,75,-0.619505422920084,-0.29723868503913964
65,255,75,-0.6325166166830498,-0.30624211107856447
65,270,75,-0.6523771786720297,-0.3199851314521566
65,285,75,-0.6777336444086053,-0.33753118203287064
65,300,75,-0.7068580126563697,-0.35768452846985044
65,315,75,-0.7377655058495322,-0.3790717535083957
65,330,75,-0.7683498294040262,-0.40023535310618996
65,345,75,-0.7965267122125972,-0.41973306292514556
65,360,75,-0.8203759462763418,-0.43623614626258955
70,0,75,-0.8844958469996753,-0.49819286871666424
70,15,75,-0.9032100183474476,-0.511142614965035
70,30,75,-0.9144238624280322,-0.5189023192347971
70,45,75,-0.9173731742990914,-0.5209431705034838
70,60,75,-0.9118569632305802,-0.5171260881298003
70,75,75,-0.8982511498908483,-0.5077111999694864
70,90,75,-0.8774829479743286,-0.4933401150918292
70,105,75,-0.8509676761205553,-0.47499219918190005
70,120,75,-0.8205123062878049,-0.4539178323875962
70,135,75,-0.7881923216003007,-0.43155319797891145
70,150,75,-0.7562102756031962,-0.40942240883149206
70,165,75,-0.726745691878364,-0.3890336416528761
70,180,75,-0.7018065331141246,-0.37177635723225566
70,195,75,-0.6830923617663524,-0.3588266109838849
70,210,75,-0.6718785176857677,-0.3510669067141229
70,225,75,-0.6689292058147085,-0.3490260554454362
70,240,75,-0.6744454168832197,-0.3528431378191196
70,255,75,-0.6880512302229517,-0.36225802597943346
70,270,75,-0.7088194321394714,-0.37662911085709083
70,285,75,-0.7353347039932446,-0.39497702676701996
70,300,75,-0.7657900738259951,-0.4160513935613238
70,315,75,-0.7981100585134991,-0.43841602797000845
70,330,75,-0.8300921045106037,-0.46054681711742795
70,345,75,-0.8595566882354359,-0.48093558429604377
70,360,75,-0.8844958469996752,-0.49819286871666424
75,0,75,-0.9526898258358311,-0.5623122503725788
75,15,75,-0.9721989793116099,-0.5758121046988529
75,30,75,-0.9838891899629955,-0.5839014429181197
75,45,75,-0.9869637892530825,-0.5860289899990001
75,60,75,-0.981213248321267,-0.5820497571238697
75,75,75,-0.9670294570288341,-0.5722349224371753
75,90,75,-0.9453790173125396,-0.5572533507030341
75,105,75,-0.9177373708600056,-0.5381260112769096
75,120,75,-0.8859882501969919,-0.5161564007312697
75,135,75,-0.8522953054287804,-0.49284171171830116
75,150,75,-0.8189546550611002,-0.46977080176489294
75,165,75,-0.7882384093184795,-0.44851591525788825
75,180,75,-0.7622398295872813,-0.43052553758737866
75,195,75,-0.7427306761115025,-0.4170256832611047
75,210,75,-0.7310404654601169,-0.40893634504183773
75,225,75,-0.7279658661700299,-0.40680879796095737
75,240,75,-0.7337164071018454,-0.41078803083608784
75,255,75,-0.7479001983942783,-0.42060286552278225
75,270,75,-0.7695506381105727,-0.43558443725692353
75,285,75,-0.7971922845631066,-0.45471177668304796
75,300,75,-0.8289414052261203,-0.4766813872286879
75,315,75,-0.8626343499943319,-0.4999960762416563
75,330,75,-0.8959750003620119,-0.5230669861950645
75,345,75,-0.9266912461046328,-0.5443218727020693
75,360,75,-0.952689825835831,-0.5623122503725788
80,0,75,-1.024968167287797,-0.6286014078534263
80,15,75,-1.0452515201322172,-0.6426369890993294
80,30,75,-1.0574056439778285,-0.6510473438378349
80,45,75,-1.0606022553701917,-0.6532593202922816
80,60,75,-1.0546235105255675,-0.6491221759227634
80,75,75,-1.039876851024774,-0.6389178502811081
80,90,75,-1.0173672373427831,-0.6233417512963494
80,105,75,-0.9886286624531271,-0.6034553643735778
80,120,75,-0.9556196127417955,-0.5806139139177721
80,135,75,-0.9205896003965819,-0.5563740070302138
80,150,75,-0.8859258628689798,-0.5323875533069495
80,165,75,-0.8539906765869606,-0.5102891899297312
80,180,75,-0.8269603717202533,-0.4915848838434438
80,195,75,-0.8066770188758329,-0.4775493025975406
80,210,75,-0.7945228950302217,-0.4691389478590351
80,225,75,-0.7913262836378584,-0.4669269714045884
80,240,75,-0.7973050284824825,-0.4710641157741067
80,255,75,-0.8120516879832761,-0.48126844141576186
80,270,75,-0.834561301665267,-0.4968445404005206
80,285,75,-0.8632998765549229,-0.5167309273232922
80,300,75,-0.8963089262662544,-0.539572377779098
80,315,75,-0.931338938611468,-0.5638122846666563
80,330,75,-0.9660026761390701,-0.5877987383899206
80,345,75,-0.9979378624210893,-0.6098971017671388
80,360,75,-1.0249681672877966,-0.6286014078534262
85,0,75,-1.1013396311308719,-0.697066402708244
85,15,75,-1.1223781952372762,-0.7116245715710321
85,30,75,-1.1349848542864192,-0.7203480695390873
85,45,75,-1.1383004852975906,-0.7226424046421488
85,60,75,-1.1320991334967192,-0.718351221734511
85,75,75,-1.1168034107608151,-0.7077669578398145
85,90,75,-1.093455695316954,-0.6916109130511596
85,105,75,-1.06364709538871,-0.6709840951217667
85,120,75,-1.0294090178001536,-0.6472921876060957
85,135,75,-0.9930747309578454,-0.6221497548486111
85,150,75,-0.9571203564648412,-0.597270212091901
85,165,75,-0.9239961255254258,-0.5743490590594466
85,180,75,-0.8959593997377406,-0.5549483344514134
85,195,75,-0.8749208356313364,-0.5403901655886255
85,210,75,-0.8623141765821934,-0.5316666676205702
85,225,75,-0.8589985455710217,-0.5293723325175087
85,240,75,-0.8651998973718933,-0.5336635154251465
85,255,75,-0.8804956201077972,-0.544247779319843
85,270,75,-0.9038433355516585,-0.560403824108498
85,285,75,-0.9336519354799022,-0.5810306420378908
85,300,75,-0.9678900130684589,-0.6047225495535618
85,315,75,-1.004224299910767,-0.6298649823110464
85,330,75,-1.0401786744037713,-0.6547445250677565
85,345,75,-1.0733029053431866,-0.6776656781002109
85,360,75,-1.1013396311308719,-0.697066402708244
90,0,75,-1.1818117542423887,-0.767712450270757
90,15,75,-1.2035880856164796,-0.7827811359354568
90,30,75,-1.2166368271363799,-0.7918105440990946
90,45,75,-1.220068728631573,-0.7941853355171204
90,60,75,-1.2136499116866473,-0.7897436720789247
90,75,75,-1.1978178080688024,-0.7787882458076241
90,90,75,-1.1736513494758065,-0.7620656508989101
90,105,75,-1.142797440123811,-0.7407155045604169
90,120,75,-1.1073587229466584,-0.7161927839823276
90,135,75,-1.0697502879547227,-0.6901686720463271
90,150,75,-1.0325350878418267,-0.6644166689739756
90,165,75,-0.9982492769946377,-0.6406917312174564
90,180,75,-0.969229376762411,-0.6206106740775629
90,195,75,-0.9474530453883199,-0.605541988412863
90,210,75,-0.9344043038684197,-0.5965125802492253
90,225,75,-0.9309724023732263,-0.5941377888311993
90,240,75,-0.9373912193181523,-0.5985794522693952
90,255,75,-0.9532233229359971,-0.6095348785406957
90,270,75,-0.977389781528993,-0.6262574734494095
90,285,75,-1.0082436908809886,-0.6476076197879029
90,300,75,-1.043682408058141,-0.6721303403659922
90,315,75,-1.081290843050077,-0.6981544523019925
90,330,75,-1.1185060431629732,-0.7239064553743443
90,345,75,-1.1527918540101618,-0.7476313931308634
90,360,75,-1.1818117542423885,-0.7677124502707567
95,0,75,-1.2663910793225979,-0.8405440779286034
95,15,75,-1.2888890744011192,-0.8561121371255515
95,30,75,-1.3023702488676732,-0.8654407782514473
95,45,75,-1.3059158829610584,-0.8678942698298694
95,60,75,-1.2992843475772475,-0.863305410464335
95,75,75,-1.2829275708935175,-0.8519869233371565
95,90,75,-1.2579602402100127,-0.8347101446413668
95,105,75,-1.226083837852349,-0.8126524582938573
95,120,75,-1.1894706879629562,-0.7873170591671604
95,135,75,-1.1506159162007046,-0.760430512843034
95,150,75,-1.1121674110506459,-0.7338250930213486
95,165,75,-1.0767453745995972,-0.7093139150954167
95,180,75,-1.0467637600940147,-0.6885673753342543
95,195,75,-1.0242657650154934,-0.6729993161373063
95,210,75,-1.0107845905489394,-0.6636706750114105
95,225,75,-1.0072389564555544,-0.6612171834329884
95,240,75,-1.013870491839365,-0.6658060427985228
95,255,75,-1.030227268523095,-0.6771245299257013
95,270,75,-1.0551945992065999,-0.694401308621491
95,285,75,-1.0870710015642635,-0.7164589949690005
95,300,75,-1.1236841514536564,-0.7417943940956974
95,315,75,-1.1625389232159082,-0.7686809404198237
95,330,75,-1.200987428365967,-0.7952863602415093
95,345,75,-1.2364094648170154,-0.819797538167441
95,360,75,-1.2663910793225979,-0.8405440779286034
100,0,75,-1.3550833311150414,-0.9155652470634994
100,15,75,-1.378288059187481,-0.9316223481082812
100,30,75,-1.3921927198695412,-0.9412440312785493
100,45,75,-1.3958497335142779,-0.9437745947668337
100,60,75,-1.389009880685303,-0.9390415848533613
100,75,75,-1.3721392860495198,-0.9273675483420668
100,90,75,-1.3463876527513816,-0.9095480515289374
100,105,75,-1.3135099120435698,-0.8867974636736767
100,120,75,-1.2757466276222864,-0.8606661997414969
100,135,75,-1.235671304914064,-0.8329350621854207
100,150,75,-1.1960150109338654,-0.8054938822020229
100,165,75,-1.1594802565813167,-0.7802127308584781
100,180,75,-1.1285568249890083,-0.7588144768397707
100,195,75,-1.1053520969165689,-0.7427573757949889
100,210,75,-1.0914474362345088,-0.7331356926247206
100,225,75,-1.0877904225897719,-0.7306051291364364
100,240,75,-1.094630275418747,-0.7353381390499087
100,255,75,-1.11150087005453,-0.7470121755612033
100,270,75,-1.1372525033526684,-0.7648316723743327
100,285,75,-1.1701302440604802,-0.7875822602295933
100,300,75,-1.2078935284817636,-0.8137135241617729
100,315,75,-1.247968851189986,-0.8414446617178492
100,330,75,-1.2876251451701848,-0.868885841701247
100,345,75,-1.324159899522733,-0.894166993044792
100,360,75,-1.3550833311150414,-0.9155652470634992
